reference,settled_at_utc,amount,status
TXNA0DFE6103462,2026-07-15 12:03:25,"6,27,998.07",SETTLED
TXNA0DFE6100484,2026-07-15 02:43:39,"5,45,593.80/-",SETTLED
TXNA0DFE6101035,2026-07-15 05:10:22,"Rs. 3,02,492.76",SETTLED
TXNA0DFE6100127,2026-07-15 07:26:21,"8,60,630.41",SETTLED
TXNA0DFE6103565,2026-07-15 08:52:17,"6,75,367.42",SETTLED
TXNA0DFE6101819,2026-07-15 02:02:14,"8,26,661.66/-",SETTLED
TXNA0DFE6100346,2026-07-15 15:19:59,"Rs. 6,80,927.17",SETTLED
TXNA0DFE6103717,2026-07-15 02:40:09,"5,26,997.60",SETTLED
TXNA0DFE6103340,2026-07-15 07:37:35,"1,23,362.41",SETTLED
TXNA0DFE6103445,2026-07-15 09:23:55,"1,86,784.29/-",SETTLED
TXNA0DFE6103051,2026-07-15 01:29:42,"Rs. 2,60,635.10",SETTLED
TXNA0DFE6103007,2026-07-15 06:38:15,"61,864.69",SETTLED
TXNA0DFE6101931,2026-07-15 13:27:33,"7,96,239.62",SETTLED
TXNA0DFE6103135,2026-07-15 04:44:33,"6,33,040.02/-",SETTLED
TXNA0DFE6100867,2026-07-15 07:23:15,"Rs. 5,67,474.08",SETTLED
TXNA0DFE6101325,2026-07-15 03:00:23,"7,32,436.47",SETTLED
TXNA0DFE6100690,2026-07-15 05:18:13,"3,77,930.28",SETTLED
TXNA0DFE6100435,2026-07-15 03:54:02,"8,65,166.60/-",SETTLED
TXNA0DFE6103214,2026-07-15 02:44:55,"Rs. 5,23,392.41",SETTLED
TXNA0DFE6101528,2026-07-15 13:26:38,"5,18,047.90",SETTLED
TXNA0DFE6101518,2026-07-15 03:37:16,"8,04,406.35",SETTLED
TXNA0DFE6102335,2026-07-15 13:01:54,"8,18,923.91/-",SETTLED
TXNA0DFE6102099,2026-07-15 03:04:42,"Rs. 3,85,438.45",SETTLED
TXNA0DFE6100270,2026-07-15 09:58:42,"2,99,045.38",SETTLED
TXNA0DFE6101447,2026-07-15 06:14:48,"7,09,702.38",SETTLED
TXNA0DFE6100795,2026-07-15 08:12:13,"7,57,222.92/-",SETTLED
TXNA0DFE6102973,2026-07-15 06:32:42,"Rs. 3,38,662.52",SETTLED
TXNA0DFE6102795,2026-07-15 05:44:02,"6,72,362.70",SETTLED
TXNA0DFE6103169,2026-07-15 11:39:21,"81,244.34",SETTLED
TXNA0DFE6100487,2026-07-15 07:18:17,"7,16,286.94/-",SETTLED
TXNA0DFE6103588,2026-07-15 10:23:22,"Rs. 2,64,290.64",SETTLED
TXNA0DFE6102479,2026-07-15 05:20:16,"8,62,537.09",SETTLED
TXNA0DFE6103103,2026-07-15 15:17:59,"7,877.13",SETTLED
TXNA0DFE6300018,2026-07-14 20:21:46,"4,67,425.26/-",SETTLED
TXNA0DFE6101254,2026-07-15 04:57:27,"Rs. 1,36,780.34",SETTLED
TXNA0DFE6103379,2026-07-15 11:11:38,"6,71,197.28",SETTLED
TXNA0DFE6103672,2026-07-15 06:59:46,"7,21,588.02",SETTLED
TXNA0DFE6101727,2026-07-15 05:19:13,"2,50,248.67/-",SETTLED
TXNA0DFE6102583,2026-07-15 06:46:38,"Rs. 8,38,620.08",SETTLED
TXNA0DFE6102022,2026-07-15 06:43:52,"7,21,816.19",SETTLED
TXNA0DFE6103359,2026-07-15 07:12:51,"4,70,303.15",SETTLED
TXNA0DFE6102818,2026-07-15 06:04:09,"8,20,926.90/-",SETTLED
TXNA0DFE6100133,2026-07-15 02:52:32,"Rs. 5,07,502.84",SETTLED
TXNA0DFE6102922,2026-07-15 01:11:40,"3,92,454.34",SETTLED
TXNA0DFE6102420,2026-07-15 12:55:15,"3,51,244.89",SETTLED
TXNA0DFE6102553,2026-07-15 05:07:17,"4,23,059.02/-",SETTLED
TXNA0DFE6102626,2026-07-15 03:37:53,"Rs. 5,65,673.24",SETTLED
TXNA0DFE6103058,2026-07-15 05:04:42,"3,12,572.93",SETTLED
TXNA0DFE6102435,2026-07-15 06:50:52,"6,40,806.08",SETTLED
TXNA0DFE6101677,2026-07-15 01:41:17,"2,98,842.91/-",SETTLED
TXNA0DFE6103351,2026-07-15 01:38:02,"Rs. 3,24,197.94",SETTLED
TXNA0DFE6102206,2026-07-15 07:07:32,"1,84,817.24",SETTLED
TXNA0DFE6103459,2026-07-15 01:59:52,"1,01,055.57",SETTLED
TXNA0DFE6101719,2026-07-15 14:49:45,"83,912.24/-",SETTLED
TXNA0DFE6102033,2026-07-15 06:18:44,"Rs. 75,323.07",SETTLED
TXNA0DFE6101043,2026-07-15 03:48:00,"77,529.92",SETTLED
TXNA0DFE6100550,2026-07-15 15:56:56,"8,44,297.51",SETTLED
TXNA0DFE6100107,2026-07-15 10:06:22,"2,07,433.68/-",SETTLED
TXNA0DFE6102884,2026-07-15 12:42:17,"Rs. 7,07,228.64",SETTLED
TXNA0DFE6103193,2026-07-15 01:20:12,"7,29,861.88",SETTLED
TXNA0DFE6100697,2026-07-15 06:00:02,"7,07,691.75",SETTLED
TXNA0DFE6102171,2026-07-15 00:35:37,"25,562.80/-",SETTLED
TXNA0DFE6103607,2026-07-15 02:35:58,"Rs. 5,16,690.35",SETTLED
TXNA0DFE6101535,2026-07-15 12:28:54,"7,74,771.70",SETTLED
TXNA0DFE6100849,2026-07-15 09:52:33,"5,64,320.20",SETTLED
TXNA0DFE6102069,2026-07-15 14:08:48,"5,22,729.77/-",SETTLED
TXNA0DFE6100696,2026-07-15 15:46:23,"Rs. 7,88,695.64",SETTLED
TXNA0DFE6100586,2026-07-15 01:19:16,"73,068.70",SETTLED
TXNA0DFE6102101,2026-07-15 13:24:42,"1,21,289.82",SETTLED
TXNA0DFE6100599,2026-07-15 02:36:36,"8,00,014.25/-",SETTLED
TXNA0DFE6103212,2026-07-15 07:58:48,"Rs. 2,05,632.40",SETTLED
TXNA0DFE6100445,2026-07-15 03:55:36,"4,84,468.20",SETTLED
TXNA0DFE6103731,2026-07-15 06:16:49,"6,01,474.98",SETTLED
TXNA0DFE6101658,2026-07-15 03:18:49,"4,31,206.09/-",SETTLED
TXNA0DFE6103049,2026-07-15 06:33:56,"Rs. 1,90,099.21",SETTLED
TXNA0DFE6101356,2026-07-15 03:28:29,"9,926.80",SETTLED
TXNA0DFE6102840,2026-07-15 09:03:48,"8,21,724.36",SETTLED
TXNA0DFE6102493,2026-07-15 08:45:30,"7,49,411.19/-",SETTLED
TXNA0DFE6102911,2026-07-15 14:02:05,"Rs. 3,60,382.16",SETTLED
TXNA0DFE6102491,2026-07-15 09:02:51,"7,06,515.26",SETTLED
TXNA0DFE6102758,2026-07-15 09:47:14,"2,76,801.58",SETTLED
TXNA0DFE6101242,2026-07-15 03:48:42,"2,25,710.51/-",SETTLED
TXNA0DFE6101939,2026-07-15 12:43:32,"Rs. 8,66,906.87",SETTLED
TXNA0DFE6102298,2026-07-15 11:03:22,"7,15,728.68",SETTLED
TXNA0DFE6102476,2026-07-15 07:39:59,"8,98,741.69",SETTLED
TXNA0DFE6102594,2026-07-15 01:24:39,"8,18,469.41/-",SETTLED
TXNA0DFE6102071,2026-07-15 16:08:45,"Rs. 5,46,920.11",SETTLED
TXNA0DFE6103559,2026-07-15 14:27:22,"5,92,644.57",SETTLED
TXNA0DFE6103162,2026-07-15 13:43:35,"3,45,949.23",SETTLED
TXNA0DFE6103014,2026-07-15 11:48:55,"4,60,162.90/-",SETTLED
TXNA0DFE6101830,2026-07-15 09:25:42,"Rs. 3,12,988.53",SETTLED
TXNA0DFE6102474,2026-07-15 01:59:06,"2,54,047.68",SETTLED
TXNA0DFE6100424,2026-07-15 02:21:51,"4,65,956.42",SETTLED
TXNA0DFE6101834,2026-07-15 09:38:35,"6,44,226.56/-",SETTLED
TXNA0DFE6101671,2026-07-15 10:23:44,"Rs. 1,06,110.78",SETTLED
TXNA0DFE6101146,2026-07-15 02:48:52,"7,10,104.79",SETTLED
TXNA0DFE6101785,2026-07-15 03:53:50,"4,78,453.43",SETTLED
TXNA0DFE6103382,2026-07-15 12:23:39,"8,38,815.85/-",SETTLED
TXNA0DFE6100543,2026-07-15 09:18:33,"Rs. 6,59,037.38",SETTLED
TXNA0DFE6103004,2026-07-15 14:03:12,"5,44,286.54",SETTLED
TXNA0DFE6101539,2026-07-15 09:40:15,"5,21,151.90",SETTLED
TXNA0DFE6103018,2026-07-15 08:25:31,"2,50,377.41/-",SETTLED
TXNA0DFE6102560,2026-07-15 04:42:54,"Rs. 7,49,202.95",SETTLED
TXNA0DFE6102985,2026-07-15 06:07:48,"6,00,287.79",SETTLED
TXNA0DFE6100850,2026-07-15 05:51:27,"8,21,859.78",SETTLED
TXNA0DFE6101944,2026-07-15 10:54:35,"5,35,223.73/-",SETTLED
TXNA0DFE6102327,2026-07-15 03:54:29,"Rs. 63,674.04",SETTLED
TXNA0DFE6350000,2026-07-15 21:15:31,"4,43,564.01",SETTLED
TXNA0DFE6100857,2026-07-15 01:42:50,"8,66,031.06",SETTLED
TXNA0DFE6100578,2026-07-15 07:34:31,"5,51,215.21/-",SETTLED
TXNA0DFE6102123,2026-07-15 11:22:57,"Rs. 6,88,908.93",SETTLED
TXNA0DFE6103755,2026-07-15 10:11:53,"4,89,155.74",SETTLED
TXNA0DFE6101715,2026-07-15 02:58:28,"4,58,949.10",SETTLED
TXNA0DFE6102400,2026-07-15 11:02:19,"3,28,931.60/-",SETTLED
TXNA0DFE6101231,2026-07-15 03:47:05,"Rs. 8,93,278.07",SETTLED
TXNA0DFE6102166,2026-07-15 11:23:01,"8,76,081.84",SETTLED
TXNA0DFE6100890,2026-07-15 08:00:56,"7,56,285.29",SETTLED
TXNA0DFE6101461,2026-07-15 01:22:08,"2,15,557.16/-",SETTLED
TXNA0DFE6103326,2026-07-15 07:55:48,"Rs. 4,24,473.79",SETTLED
TXNA0DFE6100680,2026-07-15 01:22:25,"8,89,032.63",SETTLED
TXNA0DFE6102558,2026-07-15 14:46:02,"7,00,372.72",SETTLED
TXNA0DFE6102511,2026-07-15 07:21:59,"4,34,513.97/-",SETTLED
TXNA0DFE6100898,2026-07-15 06:43:17,"Rs. 2,50,525.43",SETTLED
TXNA0DFE6100073,2026-07-15 15:33:00,"8,63,408.36",SETTLED
TXNA0DFE6102065,2026-07-15 07:07:30,"27,839.73",SETTLED
TXNA0DFE6102245,2026-07-15 09:37:02,"6,20,773.25/-",SETTLED
TXNA0DFE6101852,2026-07-15 07:00:45,"Rs. 8,34,826.77",SETTLED
TXNA0DFE6103026,2026-07-15 08:34:03,"1,04,402.40",SETTLED
TXNA0DFE6101277,2026-07-15 14:48:12,"8,03,701.53",SETTLED
TXNA0DFE6102036,2026-07-15 00:59:36,"8,39,335.16/-",SETTLED
TXNA0DFE6100765,2026-07-15 04:19:04,"Rs. 4,63,490.68",SETTLED
TXNA0DFE6101990,2026-07-15 05:50:30,"4,54,638.94",SETTLED
TXNA0DFE6100283,2026-07-15 10:33:33,"6,73,875.84",SETTLED
TXNA0DFE6103234,2026-07-15 15:44:21,"9,781.29/-",SETTLED
TXNA0DFE6102676,2026-07-15 04:30:53,"Rs. 7,37,928.00",SETTLED
TXNA0DFE6103625,2026-07-15 12:42:31,"6,190.96",SETTLED
TXNA0DFE6101028,2026-07-15 04:32:48,"3,05,033.69",SETTLED
TXNA0DFE6101240,2026-07-15 01:23:44,"1,81,191.28/-",SETTLED
TXNA0DFE6102083,2026-07-15 05:27:02,"Rs. 3,38,510.22",SETTLED
TXNA0DFE6102122,2026-07-15 13:24:50,"23,336.87",SETTLED
TXNA0DFE6102774,2026-07-15 12:23:03,"3,93,935.40",SETTLED
TXNA0DFE6100190,2026-07-15 08:14:58,"3,13,434.08/-",SETTLED
TXNA0DFE6102489,2026-07-15 13:50:44,"Rs. 31,653.63",SETTLED
TXNA0DFE6102670,2026-07-15 10:22:26,"5,59,044.15",SETTLED
TXNA0DFE6100709,2026-07-15 14:18:59,"81,784.45",SETTLED
TXNA0DFE6100211,2026-07-15 03:18:18,"8,68,299.19/-",SETTLED
TXNA0DFE6101538,2026-07-15 16:21:44,"Rs. 7,65,812.41",SETTLED
TXNA0DFE6103015,2026-07-15 14:18:48,"3,06,733.16",SETTLED
TXNA0DFE6300009,2026-07-14 19:22:05,"3,25,408.47",SETTLED
TXNA0DFE6103568,2026-07-15 11:14:39,"1,39,410.37/-",SETTLED
TXNA0DFE6300022,2026-07-14 19:51:49,"Rs. 4,05,099.53",SETTLED
TXNA0DFE6102606,2026-07-15 05:41:06,"4,85,325.37",SETTLED
TXNA0DFE6102006,2026-07-15 00:58:44,"4,23,023.22",SETTLED
TXNA0DFE6102831,2026-07-15 07:50:31,"4,45,013.28/-",SETTLED
TXNA0DFE6103168,2026-07-15 06:03:12,"Rs. 3,68,463.24",SETTLED
TXNA0DFE6101152,2026-07-15 14:13:20,"4,35,135.56",SETTLED
TXNA0DFE6100848,2026-07-15 03:42:40,"7,86,190.65",SETTLED
TXNA0DFE6100074,2026-07-15 14:44:06,"3,57,924.61/-",SETTLED
TXNA0DFE6100473,2026-07-15 02:11:15,"Rs. 7,94,614.05",SETTLED
TXNA0DFE6101145,2026-07-15 00:47:10,"1,62,917.02",SETTLED
TXNA0DFE6101085,2026-07-15 05:48:55,"12,880.81",SETTLED
TXNA0DFE6103163,2026-07-15 04:08:46,"2,27,496.63/-",SETTLED
TXNA0DFE6102221,2026-07-15 07:47:33,"Rs. 3,00,683.77",SETTLED
TXNA0DFE6102135,2026-07-15 16:08:46,"8,44,155.28",SETTLED
TXNA0DFE6100767,2026-07-15 13:12:17,"3,36,759.72",SETTLED
TXNA0DFE6102107,2026-07-15 14:29:43,"6,54,104.39/-",SETTLED
TXNA0DFE6100419,2026-07-15 12:38:40,"Rs. 2,32,063.74",SETTLED
TXNA0DFE6101593,2026-07-15 09:55:08,"6,73,945.07",SETTLED
TXNA0DFE6102487,2026-07-15 14:40:49,"4,72,325.36",SETTLED
TXNA0DFE6102196,2026-07-15 16:05:05,"8,23,798.76/-",SETTLED
TXNA0DFE6103643,2026-07-15 15:50:41,"Rs. 5,60,112.74",SETTLED
TXNA0DFE6102815,2026-07-15 03:14:57,"1,82,682.01",SETTLED
TXNA0DFE6103735,2026-07-15 14:10:06,"2,68,550.90",SETTLED
TXNA0DFE6102955,2026-07-15 10:40:13,"5,67,174.95/-",SETTLED
TXNA0DFE6103045,2026-07-15 06:32:52,"Rs. 31,304.75",SETTLED
TXNA0DFE6100474,2026-07-15 03:54:56,"7,92,184.56",SETTLED
TXNA0DFE6100434,2026-07-15 04:18:22,"5,07,549.16",SETTLED
TXNA0DFE6101287,2026-07-15 14:47:11,"6,86,746.73/-",SETTLED
TXNA0DFE6100056,2026-07-15 04:09:40,"Rs. 87,326.85",SETTLED
TXNA0DFE6101030,2026-07-15 02:16:04,"1,60,031.28",SETTLED
TXNA0DFE6103156,2026-07-15 10:48:09,"3,80,953.67",SETTLED
TXNA0DFE6100689,2026-07-15 11:27:10,"1,16,694.01/-",SETTLED
TXNA0DFE6102364,2026-07-15 08:31:27,"Rs. 4,46,643.44",SETTLED
TXNA0DFE6103530,2026-07-15 06:36:23,"1,27,423.26",SETTLED
TXNA0DFE6103732,2026-07-15 14:00:00,"2,05,432.68",SETTLED
TXNA0DFE6103475,2026-07-15 14:42:05,"4,98,574.76/-",SETTLED
TXNA0DFE6101210,2026-07-15 13:48:14,"Rs. 6,74,916.62",SETTLED
TXNA0DFE6100296,2026-07-15 04:44:41,"65,018.41",SETTLED
TXNA0DFE6103265,2026-07-15 16:08:47,"4,81,504.26",SETTLED
TXNA0DFE6100480,2026-07-15 08:18:51,"8,90,199.10/-",SETTLED
TXNA0DFE6200001,2026-07-15 05:42:13,"Rs. 1,87,549.07",SETTLED
TXNA0DFE6102079,2026-07-15 13:14:49,"4,21,516.56",SETTLED
TXNA0DFE6102632,2026-07-15 14:49:22,"2,50,066.72",SETTLED
TXNA0DFE6100733,2026-07-15 13:48:31,"2,42,448.67/-",SETTLED
TXNA0DFE6103548,2026-07-15 09:01:05,"Rs. 6,55,218.37",SETTLED
TXNA0DFE6102996,2026-07-15 09:17:08,"6,68,930.85",SETTLED
TXNA0DFE6102212,2026-07-15 01:41:29,"2,51,533.36",SETTLED
TXNA0DFE6103383,2026-07-15 15:39:48,"8,57,779.36/-",SETTLED
TXNA0DFE6100946,2026-07-15 14:23:07,"Rs. 7,91,834.91",SETTLED
TXNA0DFE6350002,2026-07-15 23:18:17,"22,291.58",SETTLED
TXNA0DFE6103596,2026-07-15 14:30:05,"31,610.63",SETTLED
TXNA0DFE6103747,2026-07-15 03:04:04,"5,59,164.58/-",SETTLED
TXNA0DFE6102167,2026-07-15 09:26:39,"Rs. 6,38,266.24",SETTLED
TXNA0DFE6103370,2026-07-15 10:54:17,"1,48,234.07",SETTLED
TXNA0DFE6102848,2026-07-15 03:46:57,"6,86,050.16",SETTLED
TXNA0DFE6101304,2026-07-15 09:43:24,"8,05,608.57/-",SETTLED
TXNA0DFE6103068,2026-07-15 04:57:14,"Rs. 5,13,243.90",SETTLED
TXNA0DFE6100293,2026-07-15 01:53:35,"7,04,097.19",SETTLED
TXNA0DFE6102664,2026-07-15 02:01:26,"5,58,673.75",SETTLED
TXNA0DFE6103653,2026-07-15 06:54:13,"1,74,537.29/-",SETTLED
TXNA0DFE6101970,2026-07-15 08:33:49,"Rs. 7,24,812.86",SETTLED
TXNA0DFE6102865,2026-07-15 10:23:23,"2,64,342.49",SETTLED
TXNA0DFE6101408,2026-07-15 09:24:25,"4,60,172.06",SETTLED
TXNA0DFE6100682,2026-07-15 13:34:31,"7,47,587.47/-",SETTLED
TXNA0DFE6102909,2026-07-15 14:25:18,"Rs. 3,22,206.31",SETTLED
TXNA0DFE6101300,2026-07-15 10:22:51,"1,47,064.82",SETTLED
TXNA0DFE6101484,2026-07-15 05:17:42,"6,88,771.31",SETTLED
TXNA0DFE6102367,2026-07-15 07:46:22,"4,10,470.36/-",SETTLED
TXNA0DFE6100782,2026-07-15 03:36:33,"Rs. 2,58,567.54",SETTLED
TXNA0DFE6103225,2026-07-15 03:09:07,"5,92,986.65",SETTLED
TXNA0DFE6100184,2026-07-15 11:39:35,"7,47,195.36",SETTLED
TXNA0DFE6100842,2026-07-15 12:02:31,"3,06,546.03/-",SETTLED
TXNA0DFE6100904,2026-07-15 05:45:08,"Rs. 1,69,870.11",SETTLED
TXNA0DFE6102590,2026-07-15 03:53:55,"3,58,136.63",SETTLED
TXNA0DFE6102695,2026-07-15 11:22:31,"2,56,372.68",SETTLED
TXNA0DFE6101358,2026-07-15 07:34:24,"3,44,371.37/-",SETTLED
TXNA0DFE6103307,2026-07-15 11:28:53,"Rs. 4,91,384.23",SETTLED
TXNA0DFE6101530,2026-07-15 10:16:50,"3,51,577.91",SETTLED
TXNA0DFE6101610,2026-07-15 11:07:01,"7,11,821.58",SETTLED
TXNA0DFE6101315,2026-07-15 02:29:06,"4,46,924.18/-",SETTLED
TXNA0DFE6101787,2026-07-15 02:07:48,"Rs. 7,61,074.50",SETTLED
TXNA0DFE6100642,2026-07-15 13:45:11,"2,66,331.12",SETTLED
TXNA0DFE6101053,2026-07-15 00:52:42,"2,14,746.14",SETTLED
TXNA0DFE6100268,2026-07-15 14:04:42,"4,46,825.78/-",SETTLED
TXNA0DFE6102554,2026-07-15 10:06:41,"Rs. 4,21,771.55",SETTLED
TXNA0DFE6100161,2026-07-15 13:54:57,"8,71,128.87",SETTLED
TXNA0DFE6100742,2026-07-15 13:26:55,"2,08,358.91",SETTLED
TXNA0DFE6100925,2026-07-15 01:20:33,"3,88,003.34/-",SETTLED
TXNA0DFE6103246,2026-07-15 05:20:20,"Rs. 3,81,848.02",SETTLED
TXNA0DFE6100894,2026-07-15 01:20:21,"1,62,128.81",SETTLED
TXNA0DFE6101169,2026-07-15 04:54:04,"7,38,616.49",SETTLED
TXNA0DFE6102699,2026-07-15 02:00:37,"3,66,068.18/-",SETTLED
TXNA0DFE6101319,2026-07-15 00:57:54,"Rs. 1,83,622.84",SETTLED
TXNA0DFE6102799,2026-07-15 01:20:51,"6,31,893.49",SETTLED
TXNA0DFE6102359,2026-07-15 11:59:00,"5,45,966.25",SETTLED
TXNA0DFE6103468,2026-07-15 02:47:24,"8,40,678.16/-",SETTLED
TXNA0DFE6103350,2026-07-15 06:02:03,"Rs. 3,19,026.63",SETTLED
TXNA0DFE6101723,2026-07-15 00:35:56,"5,45,908.68",SETTLED
TXNA0DFE6100775,2026-07-15 14:09:49,"2,34,888.23",SETTLED
TXNA0DFE6101441,2026-07-15 08:22:40,"61,261.00/-",SETTLED
TXNA0DFE6102356,2026-07-15 12:02:02,"Rs. 7,00,781.59",SETTLED
TXNA0DFE6100126,2026-07-15 00:35:42,"42,117.08",SETTLED
TXNA0DFE6102204,2026-07-15 15:58:23,"6,14,487.23",SETTLED
TXNA0DFE6101276,2026-07-15 06:44:40,"87,472.77/-",SETTLED
TXNA0DFE6102090,2026-07-15 13:10:50,"Rs. 3,14,621.62",SETTLED
TXNA0DFE6101966,2026-07-15 10:05:29,"6,43,076.07",SETTLED
TXNA0DFE6102384,2026-07-15 03:13:14,"6,33,475.33",SETTLED
TXNA0DFE6101963,2026-07-15 05:48:19,"1,71,889.47/-",SETTLED
TXNA0DFE6102257,2026-07-15 12:24:57,"Rs. 1,69,683.22",SETTLED
TXNA0DFE6100774,2026-07-15 01:24:38,"8,44,663.09",SETTLED
TXNA0DFE6100178,2026-07-15 04:45:39,"46,653.30",SETTLED
TXNA0DFE6102118,2026-07-15 06:18:22,"7,19,517.12/-",SETTLED
TXNA0DFE6103702,2026-07-15 09:13:07,"Rs. 7,48,936.68",SETTLED
TXNA0DFE6103647,2026-07-15 01:22:39,"3,24,465.17",SETTLED
TXNA0DFE6101174,2026-07-15 03:36:48,"7,38,207.55",SETTLED
TXNA0DFE6102766,2026-07-15 07:14:47,"2,87,324.27/-",SETTLED
TXNA0DFE6102883,2026-07-15 03:26:59,"Rs. 6,03,176.94",SETTLED
TXNA0DFE6101204,2026-07-15 15:11:52,"5,29,517.23",SETTLED
TXNA0DFE6100705,2026-07-15 02:18:58,"1,72,043.94",SETTLED
TXNA0DFE6102730,2026-07-15 13:35:49,"2,82,671.95/-",SETTLED
TXNA0DFE6103442,2026-07-15 01:00:16,"Rs. 4,95,568.65",SETTLED
TXNA0DFE6100302,2026-07-15 07:52:31,"4,47,584.90",SETTLED
TXNA0DFE6102855,2026-07-15 02:22:49,"3,74,199.07",SETTLED
TXNA0DFE6101485,2026-07-15 04:25:20,"5,02,997.19/-",SETTLED
TXNA0DFE6102804,2026-07-15 07:27:09,"Rs. 4,01,589.25",SETTLED
TXNA0DFE6102305,2026-07-15 10:42:26,"2,89,764.36",SETTLED
TXNA0DFE6102510,2026-07-15 04:59:20,"5,41,728.51",SETTLED
TXNA0DFE6103683,2026-07-15 00:57:29,"7,01,438.16/-",SETTLED
TXNA0DFE6102783,2026-07-15 12:20:16,"Rs. 7,15,888.13",SETTLED
TXNA0DFE6103006,2026-07-15 07:42:34,"3,56,444.52",SETTLED
TXNA0DFE6103143,2026-07-15 12:00:30,"2,97,091.22",SETTLED
TXNA0DFE6350014,2026-07-15 21:49:23,"3,20,657.19/-",SETTLED
TXNA0DFE6102159,2026-07-15 02:46:39,"Rs. 2,89,858.47",SETTLED
TXNA0DFE6103277,2026-07-15 07:26:06,"1,54,086.28",SETTLED
TXNA0DFE6103217,2026-07-15 03:30:52,"4,81,394.10",SETTLED
TXNA0DFE6101498,2026-07-15 11:22:59,"8,25,540.12/-",SETTLED
TXNA0DFE6103650,2026-07-15 03:02:15,"Rs. 1,57,403.14",SETTLED
TXNA0DFE6101029,2026-07-15 02:48:17,"7,96,274.63",SETTLED
TXNA0DFE6102782,2026-07-15 02:42:22,"1,69,561.70",SETTLED
TXNA0DFE6103763,2026-07-15 04:20:38,"2,03,046.54/-",SETTLED
TXNA0DFE6101657,2026-07-15 14:16:30,"Rs. 7,27,298.84",SETTLED
TXNA0DFE6101776,2026-07-15 00:36:14,"64,438.69",SETTLED
TXNA0DFE6102163,2026-07-15 13:03:54,"4,35,732.13",SETTLED
TXNA0DFE6102879,2026-07-15 00:34:05,"19,177.96/-",SETTLED
TXNA0DFE6101440,2026-07-15 02:02:20,"Rs. 1,82,051.91",SETTLED
TXNA0DFE6101590,2026-07-15 11:35:43,"2,86,463.43",SETTLED
TXNA0DFE6101664,2026-07-15 14:53:57,"2,88,740.48",SETTLED
TXNA0DFE6101108,2026-07-15 13:16:34,"6,25,327.39/-",SETTLED
TXNA0DFE6100921,2026-07-15 12:37:01,"Rs. 5,82,680.94",SETTLED
TXNA0DFE6100787,2026-07-15 02:25:34,"8,05,236.12",SETTLED
TXNA0DFE6100500,2026-07-15 12:16:59,"7,73,597.72",SETTLED
TXNA0DFE6101342,2026-07-15 14:02:02,"2,00,187.28/-",SETTLED
TXNA0DFE6101829,2026-07-15 01:00:32,"Rs. 3,14,907.54",SETTLED
TXNA0DFE6101926,2026-07-15 13:36:46,"8,76,604.64",SETTLED
TXNA0DFE6100248,2026-07-15 10:11:34,"17,883.20",SETTLED
TXNA0DFE6100570,2026-07-15 01:45:33,"6,02,444.70/-",SETTLED
TXNA0DFE6103209,2026-07-15 02:55:45,"Rs. 7,38,784.85",SETTLED
TXNA0DFE6101873,2026-07-15 06:14:16,"1,04,547.79",SETTLED
TXNA0DFE6103083,2026-07-15 14:09:58,"7,62,776.91",SETTLED
TXNA0DFE6101095,2026-07-15 06:31:02,"2,72,818.96/-",SETTLED
TXNA0DFE6101140,2026-07-15 12:24:59,"Rs. 1,54,854.10",SETTLED
TXNA0DFE6102532,2026-07-15 15:48:42,"7,51,679.69",SETTLED
TXNA0DFE6103094,2026-07-15 04:29:09,"6,45,563.40",SETTLED
TXNA0DFE6103738,2026-07-15 00:50:01,"5,98,474.18/-",SETTLED
TXNA0DFE6100129,2026-07-15 09:54:53,"Rs. 7,40,223.14",SETTLED
TXNA0DFE6101542,2026-07-15 14:44:20,"3,88,803.38",SETTLED
TXNA0DFE6103247,2026-07-15 02:56:56,"5,54,337.77",SETTLED
TXNA0DFE6101137,2026-07-15 14:17:41,"7,84,327.06/-",SETTLED
TXNA0DFE6102019,2026-07-15 03:53:42,"Rs. 78,410.39",SETTLED
TXNA0DFE6102126,2026-07-15 06:17:03,"28,411.21",SETTLED
TXNA0DFE6100859,2026-07-15 05:24:18,"5,29,302.13",SETTLED
TXNA0DFE6101001,2026-07-15 10:18:46,"4,34,058.52/-",SETTLED
TXNA0DFE6101349,2026-07-15 01:31:48,"Rs. 2,23,424.72",SETTLED
TXNA0DFE6101148,2026-07-15 01:41:07,"7,31,538.56",SETTLED
TXNA0DFE6100706,2026-07-15 14:55:27,"4,71,685.23",SETTLED
TXNA0DFE6101027,2026-07-15 07:16:11,"4,72,697.41/-",SETTLED
TXNA0DFE6102756,2026-07-15 06:04:16,"Rs. 2,51,767.09",SETTLED
TXNA0DFE6103449,2026-07-15 07:03:11,"3,35,323.18",SETTLED
TXNA0DFE6101084,2026-07-15 11:40:27,"8,78,375.10",SETTLED
TXNA0DFE6101239,2026-07-15 04:09:01,"5,97,694.52/-",SETTLED
TXNA0DFE6100229,2026-07-15 12:31:46,"Rs. 6,63,928.74",SETTLED
TXNA0DFE6102832,2026-07-15 03:49:10,"6,12,324.83",SETTLED
TXNA0DFE6103655,2026-07-15 00:45:08,"1,75,422.40",SETTLED
TXNA0DFE6100338,2026-07-15 07:03:01,"1,88,195.43/-",SETTLED
TXNA0DFE6100206,2026-07-15 09:31:41,"Rs. 4,73,465.79",SETTLED
TXNA0DFE6100688,2026-07-15 01:06:51,"7,36,814.80",SETTLED
